image_filename,x1,x2,y1,y2,label
207858.png,742.0,748.0,310.125,326.125,Red
207858.png,795.875,803.125,339.75,355.75,Red
207858.png,804.25,811.875,333.75,350.875,Red
207864.png,640.5,646.75,352.125,369.25,RedLeft
207864.png,687.125,693.5,337.5,351.375,RedLeft
207864.png,753.875,761.125,306.125,322.25,Red
207864.png,809.625,817.375,336.875,354.125,Red
207864.png,819.0,826.75,330.75,347.375,Red
207882.png,653.625,661.0,342.375,361.0,RedLeft
207882.png,703.0,710.125,327.75,342.0,RedLeft
207882.png,776.375,783.25,291.25,309.5,Red
207882.png,836.5,844.625,325.25,341.75,Red
207882.png,848.625,856.875,317.625,336.375,Red
207896.png,849.5,856.375,322.625,338.125,Red
207896.png,862.375,871.5,313.5,331.875,Red
207896.png,653.0,660.25,342.0,359.875,RedLeft
207896.png,706.0,711.875,325.25,340.0,RedLeft
207896.png,784.375,791.75,286.875,304.375,Red
207902.png,707.5,714.625,325.375,340.625,RedLeft
207902.png,653.375,660.375,342.25,359.875,RedLeft
207902.png,787.625,797.25,285.5,305.0,Red
207902.png,855.875,862.125,323.875,340.875,Red
207902.png,871.125,880.0,316.375,334.625,Red
207990.png,552.75,572.375,321.375,363.75,RedLeft
207990.png,645.25,656.625,307.375,331.0,RedLeft
207990.png,777.125,788.0,245.0,271.25,Red
207990.png,880.75,894.125,304.25,330.75,Red
207990.png,939.75,952.75,284.0,317.25,Red
208038.png,491.5,521.625,292.5,353.125,RedLeft
208038.png,632.75,646.375,287.25,315.0,RedLeft
208038.png,800.125,816.75,204.875,238.375,Red
208038.png,937.25,953.5,280.75,314.25,Red
208038.png,1039.125,1056.125,248.5,285.5,Red
208072.png,448.0,487.0,272.0,355.0,RedLeft
208072.png,635.0,650.25,278.25,312.375,RedLeft
208072.png,828.5,850.25,180.75,224.375,Red
208072.png,989.375,1005.5,271.0,311.125,Red
208072.png,1136.75,1155.25,227.0,273.875,Red
208114.png,391.0,448.0,246.0,358.0,RedLeft
208114.png,643.25,661.5,271.375,310.375,RedLeft
208114.png,867.625,890.0,158.375,207.0,Red
208114.png,1047.0,1069.375,260.375,300.75,Red
208114.png,1254.0,1277.0,202.125,252.75,Red
208128.png,378.0,442.0,243.0,361.0,RedLeft
208128.png,644.625,662.125,271.0,309.0,RedLeft
208128.png,872.0,897.25,152.25,201.25,Red
208128.png,1060.875,1083.125,257.875,301.75,Red
208182.png,330.0,397.0,219.0,356.0,RedLeft
208182.png,644.625,664.0,262.875,303.375,RedLeft
208182.png,888.5,917.125,134.625,188.0,Red
208182.png,1090.375,1115.5,247.875,296.75,Red
208184.png,331.0,395.0,220.0,355.0,RedLeft
208184.png,644.625,663.25,263.625,303.25,RedLeft
208184.png,888.75,915.875,135.875,187.625,Red
208184.png,1091.0,1114.125,248.125,297.625,Red
208440.png,307.0,375.0,223.0,367.0,GreenLeft
208440.png,644.125,663.5,272.125,312.75,GreenLeft
208440.png,893.5,922.125,140.625,194.25,Green
208440.png,1100.125,1126.375,255.0,306.375,Green
208482.png,224.0,315.0,186.0,378.0,GreenLeft
208482.png,646.25,667.5,269.75,315.375,GreenLeft
208482.png,919.25,948.0,125.75,181.875,Green
208482.png,1142.0,1167.375,250.125,305.625,Green
208488.png,200.0,291.0,173.0,368.0,GreenLeft
208488.png,647.5,668.625,266.875,312.125,GreenLeft
208488.png,923.875,954.0,119.5,176.75,Green
208488.png,1150.5,1179.0,245.0,302.625,Green
208492.png,176.0,274.0,157.0,364.0,GreenLeft
208492.png,647.625,668.875,263.0,308.75,GreenLeft
208492.png,929.0,957.0,110.625,171.25,Green
208492.png,1159.625,1187.125,241.0,298.0,Green
208562.png,685.75,715.625,205.0,270.25,GreenLeft
208732.png,418.0,433.875,178.25,215.75,RedLeft
208732.png,505.25,519.875,185.125,222.875,off
208732.png,776.625,806.625,187.125,248.5,off
208732.png,230.375,247.125,269.75,306.25,RedLeft
208732.png,648.0,659.25,268.125,298.125,off
208772.png,279.375,301.25,220.5,263.125,RedLeft
208772.png,501.625,521.0,102.125,147.125,RedLeft
208772.png,608.0,627.875,109.0,153.0,Green
208772.png,780.25,799.25,204.375,239.75,off
208772.png,992.75,1038.0,54.125,141.5,Green
208794.png,264.125,283.25,234.5,279.75,RedLeft
208794.png,515.625,536.5,104.75,154.75,RedLeft
208794.png,634.125,656.875,113.125,164.75,Green
208794.png,826.875,848.5,222.875,265.0,off
208794.png,1152.625,1214.375,7.5,103.375,off
208796.png,261.0,284.375,229.25,277.625,RedLeft
208796.png,515.375,536.625,99.625,150.625,RedLeft
208796.png,1177.875,1233.5,1.5,98.375,off
208796.png,635.625,658.5,108.125,159.375,Green
208796.png,831.625,851.875,213.625,258.375,off
208804.png,246.375,269.25,206.25,255.875,RedLeft
208804.png,515.0,536.375,72.0,125.125,RedLeft
208804.png,641.375,665.5,82.125,135.875,Green
208804.png,846.875,868.125,197.25,245.625,off
208856.png,88.625,116.5,141.0,215.0,RedLeft
208856.png,675.0,709.0,2.0,40.0,Green
208856.png,484.0,515.0,1.0,23.0,Green
208856.png,982.0,1015.0,136.0,213.0,Green
211660.png,1120.375,1130.25,315.25,332.375,Red
211660.png,984.0,992.25,321.0,339.25,Red
211692.png,955.875,964.5,311.875,331.25,Red
211692.png,1108.0,1119.0,305.0,325.125,Red
211704.png,945.375,954.625,313.75,334.25,Red
211704.png,1104.5,1116.875,307.875,327.75,Red
211776.png,866.625,879.125,306.75,332.5,Red
211776.png,1079.125,1088.75,295.25,320.0,Red
211776.png,1173.0,1187.25,220.875,255.625,off
211820.png,841.875,855.25,286.375,314.375,Red
211820.png,1092.0,1107.5,271.625,301.5,Red
211820.png,907.5,919.125,309.625,327.875,Red
211820.png,1200.125,1216.125,187.5,225.5,off
211900.png,753.875,769.875,279.375,316.125,Red
211900.png,816.875,827.875,313.25,331.375,Red
211900.png,1074.625,1091.5,260.875,294.625,Red
211900.png,1197.25,1217.375,158.375,204.875,off
211900.png,830.875,840.5,311.875,331.75,Green
211906.png,749.875,766.125,279.25,313.0,Red
211906.png,812.875,822.875,312.25,330.75,Red
211906.png,1075.625,1092.625,259.875,294.25,Red
211906.png,1198.5,1217.125,156.0,204.375,off
211906.png,826.875,836.375,311.625,331.25,Green
211930.png,738.25,754.625,276.5,314.125,Red
211930.png,1077.125,1092.75,260.375,292.375,Red
211930.png,801.125,813.625,312.375,331.5,Red
211930.png,1201.375,1219.875,150.875,198.875,off
211930.png,814.125,824.875,311.0,330.375,Green
212516.png,723.125,741.0,278.0,316.125,Green
212516.png,787.625,800.375,316.75,335.5,Green
212516.png,1077.125,1092.375,263.5,295.375,Green
212516.png,1201.875,1223.25,148.625,198.875,off
212516.png,800.875,811.5,314.875,335.375,Red
212540.png,717.75,737.125,277.5,314.75,Green
212540.png,783.125,796.0,316.5,337.25,Green
212540.png,1081.875,1095.375,261.25,295.125,Green
212540.png,921.75,931.5,276.0,296.5,Red
212540.png,1208.375,1229.25,146.125,196.375,off
212540.png,797.375,806.875,315.625,334.125,Red
212564.png,716.625,735.25,266.875,304.75,Green
212564.png,1097.75,1112.375,251.125,285.0,Green
212564.png,780.75,792.0,307.625,331.5,Green
212564.png,922.375,932.625,267.25,288.0,Red
212564.png,1229.125,1249.0,129.625,184.125,off
212564.png,795.75,805.75,306.125,328.375,Red
212650.png,612.5,635.75,242.5,294.5,Green
212650.png,685.875,699.375,305.625,330.625,Green
212650.png,1141.75,1160.625,214.375,262.0,Green
212650.png,846.75,857.75,259.875,285.625,Red
212650.png,700.75,712.25,305.5,328.875,Red
212656.png,601.25,625.0,234.375,287.625,Green
212656.png,675.25,690.5,301.25,325.25,Green
212656.png,1150.5,1170.5,203.25,259.125,Green
212656.png,839.375,850.0,254.625,279.75,Red
212656.png,692.0,702.625,300.125,323.375,Red
212684.png,548.625,574.5,220.5,281.5,Green
212684.png,634.375,646.5,303.75,329.125,Green
212684.png,1213.0,1237.0,179.0,244.0,Green
212684.png,808.75,822.875,253.5,282.375,Red
212684.png,651.0,664.5,302.375,329.0,Red
212688.png,537.0,568.0,212.0,275.0,Green
212688.png,627.625,642.25,300.75,326.5,Green
212688.png,1225.25,1248.375,170.375,229.625,Green
212688.png,806.5,817.75,250.375,278.0,Red
212688.png,645.625,658.75,298.75,325.0,Red
212728.png,425.0,465.0,143.0,233.0,Green
212728.png,561.75,577.875,284.25,313.875,Green
212728.png,872.875,881.0,305.125,327.5,Green
212728.png,765.75,780.0,227.375,260.125,Red
212728.png,582.375,596.5,282.125,312.625,Red
212730.png,417.0,452.0,135.0,230.0,Green
212730.png,557.0,575.0,283.0,315.0,Green
212730.png,869.5,879.875,306.125,328.5,Green
212730.png,764.25,777.625,227.125,258.375,Red
212730.png,579.0,592.75,281.875,313.25,Red
212770.png,87.0,154.0,1.0,93.0,Green
212770.png,430.0,452.0,248.0,291.0,Green
212770.png,807.0,818.125,279.5,307.25,Green
212770.png,454.875,474.375,246.375,287.625,Red
212770.png,681.25,696.875,184.875,223.375,Red
212796.png,340.625,364.375,225.375,268.25,Green
212796.png,777.5,790.0,271.0,301.375,Green
212796.png,371.75,391.625,223.0,268.75,Red
212796.png,636.375,654.25,156.125,204.0,Red
212800.png,330.0,352.0,220.0,261.0,Green
212800.png,776.125,791.0,264.25,296.375,Green
212800.png,359.125,381.125,215.375,262.75,Red
212800.png,632.25,650.125,147.0,195.375,Red
212810.png,294.625,319.125,242.25,289.625,Green
212810.png,776.5,791.625,293.375,326.125,Green
212810.png,328.25,351.5,240.0,292.75,Red
212810.png,621.375,641.5,167.0,220.25,Red
212866.png,126.0,174.0,150.0,234.0,Green
212866.png,188.0,228.0,146.0,233.0,Red
212866.png,929.0,957.0,236.0,287.0,Green
212866.png,681.875,716.875,24.375,110.25,Red
212866.png,908.125,923.625,240.375,287.75,off
212908.png,43.75,137.875,0.25,67.25,Red
213280.png,637.625,642.75,340.125,349.75,Red
213332.png,635.75,640.0,336.0,344.875,Red
213332.png,669.75,673.625,351.125,360.0,Red
213360.png,633.5,638.375,331.25,341.375,Red
213360.png,669.125,673.5,344.5,355.0,Red
213360.png,664.875,669.0,348.875,357.0,Red
213434.png,585.625,589.125,347.125,354.5,RedLeft
213434.png,635.875,640.25,322.875,332.5,Red
213434.png,674.0,677.75,342.25,351.0,Red
213434.png,678.0,682.375,338.0,347.75,Red
213446.png,587.5,592.375,345.5,356.125,RedLeft
213446.png,637.25,644.625,319.75,332.75,Red
213446.png,677.0,682.25,342.375,354.875,Red
213446.png,682.75,686.875,337.25,347.5,Red
213454.png,590.125,594.625,348.375,360.5,RedLeft
213454.png,641.375,647.0,322.625,332.875,Red
213454.png,681.5,685.625,343.75,351.625,Red
213454.png,687.125,692.125,339.625,347.375,Red
213584.png,665.625,673.125,300.625,315.5,Red
213584.png,591.875,597.75,339.25,350.75,RedLeft
213584.png,723.125,729.875,330.375,345.5,Red
213584.png,737.125,742.75,321.125,333.5,Red
213670.png,615.5,624.0,321.125,340.25,RedLeft
213670.png,717.0,726.0,270.125,286.75,Red
213670.png,834.25,841.0,293.875,310.25,Red
213670.png,795.75,802.5,311.125,325.0,Red
213670.png,539.0,545.0,330.125,352.625,Red
213798.png,593.0,607.25,310.0,341.375,RedLeft
213798.png,753.625,768.25,229.125,258.5,Red
213798.png,1035.125,1050.0,235.125,270.125,Red
214738.png,555.875,574.75,294.0,334.625,RedLeft
214738.png,769.125,787.5,188.125,225.125,Green
214738.png,224.5,259.375,283.5,353.875,off
214738.png,933.0,949.625,275.875,307.5,Green
214750.png,554.125,573.875,295.25,336.875,RedLeft
214750.png,775.625,796.0,185.125,223.5,Green
214750.png,948.625,961.875,280.75,305.875,Green
214750.png,186.25,224.75,282.125,354.125,off
214776.png,548.875,569.75,283.75,330.0,RedLeft
214776.png,795.125,819.5,160.125,207.0,Green
214776.png,981.875,1004.0,263.125,299.875,Green
214776.png,32.375,83.0,247.375,344.5,off
214794.png,533.625,557.125,276.5,327.625,RedLeft
214794.png,804.375,830.375,141.0,190.5,Green
214794.png,1020.25,1032.875,254.875,287.875,Green
214806.png,516.0,542.875,264.125,323.125,RedLeft
214806.png,812.0,839.5,119.75,172.0,Green
214806.png,1046.625,1059.625,245.125,279.875,Green
214840.png,438.25,475.875,214.5,294.625,RedLeft
214840.png,850.75,888.125,13.375,85.875,Green
214840.png,1174.125,1193.875,186.375,233.75,Green
216664.png,646.625,650.625,359.625,368.625,Red
216684.png,663.625,667.375,355.875,365.0,Red
216690.png,667.875,671.0,356.0,365.25,Red
216738.png,700.75,704.875,352.25,362.75,Red
216738.png,717.5,722.25,351.375,360.375,Red
216744.png,704.5,707.5,355.5,365.0,Red
216744.png,721.625,724.625,352.75,362.875,Red
216828.png,749.25,753.875,352.25,362.375,Red
216828.png,795.25,798.875,332.5,342.5,Green
216828.png,810.375,815.125,345.75,355.375,Green
216828.png,729.375,732.75,353.375,362.875,Red
216838.png,725.75,732.75,356.625,369.375,Red
216838.png,745.375,750.75,351.75,366.125,Red
216838.png,793.125,797.375,333.5,343.375,Green
216838.png,808.625,813.75,348.25,356.25,Green
216848.png,738.0,744.5,347.875,361.25,Red
216848.png,786.125,790.625,328.25,336.5,Green
216848.png,803.875,808.375,343.75,352.25,Green
216848.png,718.625,722.5,350.0,360.625,Red
216896.png,668.625,674.25,348.75,362.625,Red
216896.png,765.875,770.875,338.375,348.125,Green
216896.png,776.0,781.5,340.75,352.125,Green
216896.png,744.25,748.75,321.75,332.875,Green
216896.png,690.125,695.75,344.5,354.375,RedLeft
217070.png,570.5,578.375,342.875,359.375,Red
217070.png,616.125,623.125,334.375,356.75,RedLeft
217070.png,712.625,720.5,291.125,306.0,Red
217070.png,771.25,779.25,315.0,334.625,Red
217120.png,539.5,546.75,331.75,354.125,Red
217120.png,728.0,738.75,268.625,285.75,Red
217120.png,806.875,812.0,309.875,327.375,Red
217120.png,819.875,828.25,291.125,307.75,Red
217120.png,603.875,613.125,322.625,342.75,RedLeft
217120.png,800.875,806.625,309.0,325.5,off
217154.png,506.625,516.25,326.375,351.75,Red
217154.png,742.5,755.125,251.25,272.625,Red
217154.png,873.125,882.0,274.5,295.875,Red
217154.png,838.375,843.875,303.625,318.125,Red
217154.png,594.875,604.875,316.25,340.375,RedLeft
217154.png,830.125,837.5,299.875,320.625,off
217172.png,480.875,492.5,321.375,352.0,Red
217172.png,586.125,598.0,312.625,341.875,RedLeft
217172.png,750.0,763.25,241.25,263.625,Red
217172.png,907.875,917.75,259.125,285.875,Red
217172.png,853.625,860.5,297.25,315.125,Red
217172.png,845.375,853.75,295.125,317.375,off
217180.png,469.75,478.25,326.25,356.75,Red
217180.png,582.0,594.375,317.875,345.875,RedLeft
217180.png,753.125,767.75,242.5,267.75,Red
217180.png,862.375,869.125,301.5,321.25,Red
217180.png,927.125,939.125,260.125,289.0,Red
217180.png,853.875,862.375,300.0,324.0,off
217188.png,453.625,464.625,316.0,349.875,Red
217188.png,577.0,590.25,307.0,337.875,RedLeft
217188.png,755.0,769.5,228.25,254.875,Red
217188.png,870.0,879.375,289.75,310.5,Red
217188.png,947.5,958.5,241.875,268.625,Red
217188.png,860.0,870.375,288.125,312.0,off
217268.png,165.0,205.0,266.0,348.0,Red
217268.png,531.5,552.375,286.75,333.875,RedLeft
217268.png,813.375,837.0,165.625,206.75,Red
217268.png,989.375,1000.25,263.375,291.75,Red
217268.png,973.75,988.75,259.75,297.125,off
217278.png,524.5,546.375,279.875,329.625,RedLeft
217278.png,822.25,847.25,153.375,198.0,Red
217278.png,1008.875,1020.0,259.125,285.25,Red
217278.png,87.625,128.75,251.5,342.125,Red
217278.png,989.625,1005.25,254.75,294.5,off
217280.png,523.75,544.625,279.0,326.75,RedLeft
217280.png,823.125,849.125,151.375,195.25,Red
217280.png,1011.625,1022.625,256.75,284.25,Red
217280.png,72.5,112.375,247.875,336.625,Red
217280.png,993.25,1009.875,252.5,292.75,off
217304.png,503.0,530.25,264.25,321.875,RedLeft
217304.png,842.625,870.875,124.125,174.25,Red
217304.png,1052.625,1064.25,245.625,277.75,Red
217304.png,1028.5,1047.0,240.75,285.0,Red
217352.png,473.0,503.625,243.25,312.5,RedLeft
217352.png,869.25,902.875,81.75,139.375,Red
217352.png,1111.125,1124.625,223.375,258.875,Red
217352.png,1081.875,1103.875,217.375,268.0,off
217722.png,453.875,486.625,253.875,325.75,RedLeft
217722.png,884.0,914.0,78.0,145.0,Green
217722.png,1139.875,1153.875,234.0,274.25,Green
217722.png,1107.75,1131.375,228.75,283.0,off
217788.png,344.0,399.0,162.0,284.0,RedLeft
218536.png,1046.875,1051.875,342.25,352.125,Red
218536.png,1106.75,1112.375,303.625,316.125,off
218584.png,925.5,932.375,331.875,345.25,Red
218584.png,1153.875,1161.875,295.875,309.5,Red
218584.png,1052.125,1057.875,336.0,348.875,Red
218584.png,1203.375,1210.0,294.625,310.875,Green
218584.png,1017.25,1024.625,284.75,300.5,off
218648.png,503.5,510.25,347.75,361.0,Red
218648.png,672.125,678.875,348.375,365.0,Red
218648.png,777.5,782.75,303.75,316.75,Red
218648.png,896.75,903.25,330.875,345.75,Green
218648.png,905.375,916.25,311.25,334.625,Green
218648.png,625.25,635.25,279.875,300.5,off
218660.png,486.875,495.75,342.25,358.625,Red
218660.png,662.875,669.875,343.5,362.875,Red
218660.png,771.625,778.375,297.375,313.125,Red
218660.png,896.125,903.0,327.5,343.25,Green
218660.png,912.5,924.875,305.25,331.5,Green
218660.png,614.125,624.5,269.875,293.125,off
218702.png,392.625,401.5,336.125,353.875,Red
218702.png,725.25,732.25,282.75,300.125,Red
218702.png,922.125,937.0,282.5,314.75,Green
218702.png,595.25,605.25,332.5,354.875,Red
218702.png,530.25,544.875,237.125,266.75,off
218710.png,375.75,384.375,349.375,367.5,Red
218710.png,585.625,592.0,347.875,362.0,Red
218710.png,720.0,727.375,296.0,313.0,Red
218710.png,789.75,800.5,292.125,310.875,Green
218710.png,641.875,645.375,361.75,369.75,Green
218710.png,673.0,676.5,373.75,380.25,Green
218710.png,683.0,686.375,375.125,380.5,Green
218710.png,515.875,531.125,243.0,276.125,off
218710.png,931.75,949.0,292.625,328.5,Green
218908.png,531.25,566.5,1.875,77.25,RedLeft
218908.png,865.75,896.5,0.5,76.375,Green
218908.png,1210.625,1241.0,189.25,267.125,Green
218908.png,508.25,511.125,353.0,360.625,Green
218908.png,485.25,488.25,348.875,357.625,Green
218908.png,550.0,553.0,369.625,377.0,Green
218908.png,459.75,464.0,372.75,382.5,Red
218918.png,936.375,975.75,0.25,26.5,Green
218918.png,504.0,507.125,349.5,358.375,Green
218918.png,569.375,571.5,370.75,377.625,Green
218918.png,535.75,579.5,0.25,24.0,Green
218918.png,466.75,471.875,370.5,379.125,Red
218918.png,526.0,530.625,352.375,362.125,Green
218978.png,624.875,628.125,315.0,324.5,Green
218978.png,599.875,603.0,312.875,321.0,Green
218978.png,672.0,674.75,333.625,340.875,Green
218978.png,682.0,686.375,333.875,342.75,Green
218980.png,601.5,604.375,314.25,322.75,Green
218980.png,626.625,630.5,316.625,325.75,Green
218980.png,674.125,677.0,333.75,342.75,Green
218980.png,684.125,688.125,335.375,344.875,Green
218988.png,611.125,614.25,317.125,325.75,Green
218988.png,636.0,640.0,319.875,328.875,Green
218988.png,683.5,688.375,336.375,346.25,Green
218988.png,694.5,700.0,337.625,348.75,Green
218996.png,583.5,587.0,322.125,331.5,Red
218996.png,618.75,623.0,319.375,328.625,Green
218996.png,645.0,648.625,323.0,332.0,Green
218996.png,692.75,698.75,339.75,349.625,Green
218996.png,704.125,709.625,340.625,350.75,Green
219010.png,593.0,596.875,324.625,333.375,Red
219010.png,629.875,633.125,322.375,330.625,Green
219010.png,656.875,660.25,325.875,334.25,Green
219010.png,706.125,709.25,345.125,352.25,Green
219010.png,718.625,723.25,346.0,355.0,Green
219018.png,709.375,712.375,342.625,350.75,Green
219018.png,594.0,597.625,322.5,331.125,Red
219018.png,631.125,635.0,319.75,328.625,Green
219018.png,658.875,662.5,323.125,332.5,Green
219018.png,725.75,730.75,345.5,355.75,Green
219058.png,589.0,592.5,318.0,327.25,Red
219058.png,629.75,633.25,315.75,324.625,Green
219058.png,659.625,663.5,317.25,328.0,Green
219058.png,714.875,718.25,338.375,346.875,Green
219058.png,727.5,733.75,337.5,348.25,Green
219068.png,586.125,589.25,316.75,325.125,Red
219068.png,627.25,631.0,313.75,322.875,Green
219068.png,724.375,728.375,341.375,352.25,Green
219068.png,657.5,662.25,314.875,327.875,Green
219080.png,581.625,584.875,309.375,319.0,Red
219080.png,624.75,628.375,307.5,317.0,Green
219080.png,656.125,660.0,310.375,320.375,Green
219080.png,725.875,729.75,334.875,344.125,Green
219188.png,569.375,574.0,294.75,307.5,Red
219188.png,628.5,633.625,290.625,304.375,Green
219188.png,671.125,678.0,293.875,309.125,Green
219188.png,737.625,741.375,328.625,337.125,Green
219232.png,547.75,552.875,282.0,297.125,Red
219232.png,617.625,624.125,277.5,293.625,Green
219232.png,669.125,675.875,282.625,299.0,Green
219232.png,735.75,741.75,315.625,330.625,Green
219246.png,543.375,549.0,276.375,291.875,Red
219246.png,618.0,624.25,272.0,288.0,Green
219246.png,672.5,679.5,276.5,293.625,Green
219246.png,737.125,745.875,308.125,326.125,Green
219246.png,883.625,897.0,274.0,315.0,Green
219264.png,536.875,543.625,268.75,286.5,Red
219264.png,618.125,625.25,264.0,282.25,Green
219264.png,744.25,749.875,311.0,325.75,Green
219264.png,678.0,686.875,268.375,289.0,Green
219264.png,904.875,917.75,269.75,303.75,Green
219288.png,524.0,531.375,267.125,286.875,Red
219288.png,615.5,623.875,261.125,282.125,Yellow
219288.png,683.375,692.375,267.875,288.875,Yellow
219288.png,923.25,936.375,276.125,311.5,Yellow
219288.png,614.625,616.375,347.25,352.25,Red
219288.png,630.625,632.75,347.25,352.25,Red
219288.png,644.0,647.25,346.25,352.875,Red
219288.png,674.125,678.25,356.875,362.75,Red
219340.png,65.625,74.25,303.375,329.125,RedLeft
219340.png,478.625,488.875,210.75,238.875,RedLeft
219340.png,603.375,616.0,201.375,230.625,Yellow
219340.png,696.875,709.125,210.0,239.0,Yellow
219340.png,1148.875,1176.5,176.25,239.5,Yellow
222858.png,650.375,653.0,353.625,359.625,Red
222858.png,688.5,690.625,365.5,371.0,Red
222858.png,634.0,636.0,353.125,358.0,Red
222858.png,614.75,618.875,352.125,359.75,Red
222890.png,612.875,615.125,351.0,355.875,Red
222890.png,650.0,652.0,351.375,356.5,Red
222890.png,688.375,690.625,363.5,367.625,Red
222890.png,633.375,636.125,349.625,356.5,Red
222908.png,684.25,686.375,351.25,357.375,Red
222908.png,644.0,646.875,338.5,344.75,Red
222908.png,628.25,630.25,338.625,344.25,Red
222908.png,606.5,609.125,338.5,344.375,Red
223008.png,599.5,601.75,335.125,341.625,Green
223008.png,623.875,626.75,334.875,341.375,Red
223008.png,642.75,645.375,335.25,341.75,Red
223008.png,688.5,691.25,348.875,355.875,Red
223030.png,593.25,595.75,333.0,339.25,Green
223030.png,618.375,620.875,332.0,338.5,Red
223030.png,638.125,641.0,332.375,339.625,Red
223030.png,685.5,688.125,346.375,353.375,Red
223062.png,586.625,589.5,322.25,329.75,Green
223062.png,633.625,636.625,322.375,330.0,Red
223062.png,684.0,686.75,337.25,344.75,Red
223062.png,612.375,616.125,322.375,330.875,Red
223070.png,684.25,687.25,348.25,355.125,Red
223070.png,633.75,636.5,332.5,340.0,Red
223070.png,612.125,614.625,331.625,339.25,Red
223070.png,585.375,588.0,332.75,340.125,Green
223104.png,584.375,586.875,327.25,335.0,Green
223104.png,613.0,615.5,326.375,334.125,Red
223104.png,635.75,638.375,326.75,334.875,Red
223104.png,690.125,693.125,343.25,351.625,Red
223188.png,584.625,588.0,318.125,327.25,Green
223188.png,619.375,622.5,317.25,327.0,Red
223188.png,647.0,650.25,318.75,328.625,Red
223188.png,712.875,716.875,338.5,348.0,Red
223202.png,584.875,588.375,317.125,326.5,Green
223202.png,620.0,623.5,316.5,326.75,Red
223202.png,649.5,652.875,317.375,329.5,Red
223202.png,716.875,721.125,338.0,348.125,Red
223212.png,585.75,589.0,306.875,316.625,Green
223212.png,622.5,626.625,306.5,317.0,Red
223212.png,652.25,655.625,307.375,317.5,Red
223212.png,722.0,725.25,329.5,338.875,Red
223254.png,585.75,590.25,310.25,321.0,Red
223254.png,627.0,631.75,309.5,321.125,Red
223254.png,659.75,664.75,309.5,321.0,Red
223254.png,738.625,743.375,333.125,344.25,Red
223284.png,593.75,598.75,311.0,323.125,RedLeft
223284.png,638.625,643.75,310.75,322.875,Red
223284.png,674.75,679.75,310.125,323.5,Red
223284.png,760.5,766.0,336.5,348.75,Red
223284.png,801.625,806.875,335.5,347.875,Red
223402.png,556.375,564.125,278.0,296.25,RedLeft
223402.png,626.125,633.5,277.75,296.0,Red
223402.png,681.625,688.5,278.25,298.375,Red
223402.png,812.625,819.25,319.5,339.0,Red
223402.png,926.25,936.875,294.75,316.375,Red
223402.png,877.5,885.625,318.75,334.375,Red
223402.png,315.625,323.875,336.25,356.5,RedLeft
223502.png,493.0,504.5,216.125,244.75,RedLeft
223502.png,600.0,611.125,216.625,245.125,Red
223502.png,685.0,697.5,219.25,248.375,Red
223502.png,884.0,896.625,283.875,311.75,Red
223502.png,1237.625,1250.5,204.0,242.125,Red
223502.png,127.625,137.125,306.5,332.5,RedLeft
223502.png,994.875,1000.75,284.75,304.125,Red
223530.png,73.25,85.375,305.0,335.25,RedLeft
223530.png,593.375,606.375,204.0,236.375,Red
223530.png,688.625,701.875,207.375,239.25,Red
223530.png,909.0,921.75,278.5,309.75,Red
223530.png,1035.125,1041.875,278.375,300.0,Red
223530.png,474.25,490.0,203.625,236.75,RedLeft
