bboxes,filepath,height,width
"[{'class': 'Yellow', 'x1': 713, 'x2': 723, 'y1': 319, 'y2': 300}, {'class': 'Yellow', 'x1': 697, 'x2': 704, 'y1': 325, 'y2': 312}, {'class': 'Yellow', 'x1': 609, 'x2': 615, 'y1': 290, 'y2': 275}, {'class': 'Red', 'x1': 553, 'x2': 559, 'y1': 289, 'y2': 272}, {'class': 'Red', 'x1': 400, 'x2': 407, 'y1': 331, 'y2': 315}]",13398.png,720,1280
"[{'class': 'Red', 'x1': 343, 'x2': 351, 'y1': 339, 'y2': 320}, {'class': 'Red', 'x1': 530, 'x2': 538, 'y1': 284, 'y2': 264}, {'class': 'Red', 'x1': 600, 'x2': 608, 'y1': 285, 'y2': 266}, {'class': 'Red', 'x1': 709, 'x2': 716, 'y1': 326, 'y2': 308}, {'class': 'Red', 'x1': 736, 'x2': 746, 'y1': 311, 'y2': 288}]",13468.png,720,1280
"[{'class': 'Red', 'x1': 760, 'x2': 780, 'y1': 302, 'y2': 262}, {'class': 'Red', 'x1': 717, 'x2': 728, 'y1': 322, 'y2': 298}, {'class': 'Red', 'x1': 582, 'x2': 593, 'y1': 271, 'y2': 245}, {'class': 'Red', 'x1': 496, 'x2': 507, 'y1': 270, 'y2': 243}, {'class': 'RedLeft', 'x1': 261, 'x2': 274, 'y1': 339, 'y2': 311}]",13538.png,720,1280
"[{'class': 'Red', 'x1': 805, 'x2': 836, 'y1': 277, 'y2': 224}, {'class': 'Red', 'x1': 733, 'x2': 748, 'y1': 316, 'y2': 285}, {'class': 'Red', 'x1': 568, 'x2': 583, 'y1': 252, 'y2': 219}, {'class': 'RedLeft', 'x1': 463, 'x2': 476, 'y1': 250, 'y2': 217}, {'class': 'RedLeft', 'x1': 169, 'x2': 186, 'y1': 331, 'y2': 298}]",13608.png,720,1280
"[{'class': 'Red', 'x1': 884, 'x2': 919, 'y1': 246, 'y2': 171}, {'class': 'Red', 'x1': 762, 'x2': 780, 'y1': 306, 'y2': 268}, {'class': 'Red', 'x1': 569, 'x2': 587, 'y1': 229, 'y2': 193}, {'class': 'RedLeft', 'x1': 445, 'x2': 462, 'y1': 229, 'y2': 191}, {'class': 'RedLeft', 'x1': 99, 'x2': 121, 'y1': 323, 'y2': 283}]",13676.png,720,1280
"[{'class': 'RedLeft', 'x1': 426, 'x2': 446, 'y1': 223, 'y2': 181}, {'class': 'Red', 'x1': 562, 'x2': 582, 'y1': 225, 'y2': 182}, {'class': 'Red', 'x1': 776, 'x2': 795, 'y1': 306, 'y2': 265}, {'class': 'Red', 'x1': 937, 'x2': 979, 'y1': 227, 'y2': 130}, {'class': 'RedLeft', 'x1': 46, 'x2': 70, 'y1': 330, 'y2': 285}]",13746.png,720,1280
"[{'class': 'Green', 'x1': 556, 'x2': 576, 'y1': 209, 'y2': 164}, {'class': 'RedLeft', 'x1': 408, 'x2': 428, 'y1': 208, 'y2': 162}, {'class': 'Green', 'x1': 790, 'x2': 809, 'y1': 298, 'y2': 256}, {'class': 'Green', 'x1': 1012, 'x2': 1062, 'y1': 192, 'y2': 76}, {'class': 'RedLeft', 'x1': -1, 'x2': 10, 'y1': 322, 'y2': 282}]",14262.png,720,1280
"[{'class': 'RedLeft', 'x1': 359, 'x2': 384, 'y1': 156, 'y2': 100}, {'class': 'Green', 'x1': 550, 'x2': 574, 'y1': 159, 'y2': 101}, {'class': 'Green', 'x1': 849, 'x2': 876, 'y1': 277, 'y2': 219}]",14332.png,720,1280
"[{'class': 'Green', 'x1': 1027, 'x2': 1079, 'y1': 192, 'y2': 82}]",14400.png,720,1280
"[{'class': 'GreenStraight', 'x1': 686, 'x2': 692, 'y1': 344, 'y2': 328}]",14610.png,720,1280
"[{'class': 'Green', 'x1': 692, 'x2': 696, 'y1': 354, 'y2': 346}, {'class': 'Green', 'x1': 621, 'x2': 624, 'y1': 334, 'y2': 324}, {'class': 'Green', 'x1': 648, 'x2': 651, 'y1': 334, 'y2': 326}]",14748.png,720,1280
"[{'class': 'Green', 'x1': 486, 'x2': 493, 'y1': 356, 'y2': 348}, {'class': 'Green', 'x1': 612, 'x2': 619, 'y1': 326, 'y2': 313}, {'class': 'Green', 'x1': 644, 'x2': 651, 'y1': 325, 'y2': 313}, {'class': 'Green', 'x1': 696, 'x2': 706, 'y1': 351, 'y2': 340}]",14818.png,720,1280
"[{'class': 'Green', 'x1': 608, 'x2': 616, 'y1': 315, 'y2': 296}, {'class': 'Green', 'x1': 646, 'x2': 654, 'y1': 313, 'y2': 297}, {'class': 'Green', 'x1': 713, 'x2': 724, 'y1': 344, 'y2': 327}, {'class': 'Green', 'x1': 453, 'x2': 464, 'y1': 350, 'y2': 333}]",14888.png,720,1280
"[{'class': 'Green', 'x1': 745, 'x2': 753, 'y1': 330, 'y2': 310}, {'class': 'Green', 'x1': 603, 'x2': 609, 'y1': 297, 'y2': 274}, {'class': 'Green', 'x1': 653, 'x2': 659, 'y1': 293, 'y2': 276}, {'class': 'Green', 'x1': 406, 'x2': 413, 'y1': 342, 'y2': 323}]",14956.png,720,1280
"[{'class': 'Green', 'x1': 576, 'x2': 590, 'y1': 264, 'y2': 227}, {'class': 'Green', 'x1': 649, 'x2': 661, 'y1': 256, 'y2': 229}, {'class': 'Green', 'x1': 773, 'x2': 786, 'y1': 314, 'y2': 291}, {'class': 'Green', 'x1': 798, 'x2': 817, 'y1': 302, 'y2': 269}, {'class': 'Green', 'x1': 300, 'x2': 311, 'y1': 334, 'y2': 304}]",15026.png,720,1280
"[{'class': 'Green', 'x1': 60, 'x2': 80, 'y1': 310, 'y2': 257}, {'class': 'Green', 'x1': 533, 'x2': 555, 'y1': 177, 'y2': 114}, {'class': 'Green', 'x1': 667, 'x2': 688, 'y1': 165, 'y2': 118}, {'class': 'Green', 'x1': 892, 'x2': 913, 'y1': 275, 'y2': 227}, {'class': 'Green', 'x1': 1059, 'x2': 1100, 'y1': 205, 'y2': 115}]",15096.png,720,1280
"[{'class': 'Red', 'x1': 543, 'x2': 550, 'y1': 357, 'y2': 345}]",16068.png,720,1280
"[{'class': 'Red', 'x1': 558, 'x2': 567, 'y1': 362, 'y2': 346}]",16138.png,720,1280
"[{'class': 'Red', 'x1': 560, 'x2': 565, 'y1': 347, 'y2': 335}, {'class': 'Red', 'x1': 722, 'x2': 727, 'y1': 312, 'y2': 301}]",16208.png,720,1280
"[{'class': 'Red', 'x1': 574, 'x2': 580, 'y1': 341, 'y2': 328}, {'class': 'Red', 'x1': 759, 'x2': 766, 'y1': 303, 'y2': 290}]",16276.png,720,1280
"[{'class': 'Red', 'x1': 916, 'x2': 923, 'y1': 295, 'y2': 278}, {'class': 'Red', 'x1': 706, 'x2': 712, 'y1': 336, 'y2': 324}]",16346.png,720,1280
"[{'class': 'Red', 'x1': 1066, 'x2': 1074, 'y1': 288, 'y2': 272}]",16416.png,720,1280
"[{'class': 'Red', 'x1': 887, 'x2': 894, 'y1': 283, 'y2': 265}, {'class': 'Red', 'x1': 956, 'x2': 964, 'y1': 287, 'y2': 268}, {'class': 'Red', 'x1': 1019, 'x2': 1024, 'y1': 323, 'y2': 307}]",16484.png,720,1280
"[{'class': 'Yellow', 'x1': 939, 'x2': 945, 'y1': 341, 'y2': 335}, {'class': 'Red', 'x1': 874, 'x2': 884, 'y1': 289, 'y2': 268}, {'class': 'Red', 'x1': 940, 'x2': 945, 'y1': 326, 'y2': 309}, {'class': 'Green', 'x1': 804, 'x2': 811, 'y1': 284, 'y2': 265}]",17104.png,720,1280
"[{'class': 'Green', 'x1': 800, 'x2': 811, 'y1': 290, 'y2': 266}, {'class': 'Red', 'x1': 876, 'x2': 886, 'y1': 295, 'y2': 271}, {'class': 'Red', 'x1': 946, 'x2': 953, 'y1': 335, 'y2': 315}, {'class': 'GreenLeft', 'x1': 600, 'x2': 610, 'y1': 347, 'y2': 329}]",17174.png,720,1280
"[{'class': 'Green', 'x1': 791, 'x2': 802, 'y1': 264, 'y2': 239}, {'class': 'Green', 'x1': 880, 'x2': 891, 'y1': 270, 'y2': 244}, {'class': 'Green', 'x1': 962, 'x2': 970, 'y1': 317, 'y2': 296}, {'class': 'Green', 'x1': 560, 'x2': 567, 'y1': 329, 'y2': 312}]",17244.png,720,1280
"[{'class': 'Green', 'x1': 904, 'x2': 917, 'y1': 254, 'y2': 221}, {'class': 'GreenLeft', 'x1': 790, 'x2': 802, 'y1': 246, 'y2': 217}, {'class': 'GreenLeft', 'x1': 499, 'x2': 508, 'y1': 329, 'y2': 307}]",17312.png,720,1280
"[{'class': 'GreenLeft', 'x1': 866, 'x2': 887, 'y1': 217, 'y2': 171}, {'class': 'Green', 'x1': 1033, 'x2': 1052, 'y1': 226, 'y2': 180}, {'class': 'Green', 'x1': 1190, 'x2': 1204, 'y1': 315, 'y2': 273}, {'class': 'GreenLeft', 'x1': 455, 'x2': 473, 'y1': 336, 'y2': 297}]",17382.png,720,1280
"[{'class': 'RedLeft', 'x1': 916, 'x2': 934, 'y1': 298, 'y2': 249}, {'class': 'Red', 'x1': 721, 'x2': 738, 'y1': 300, 'y2': 253}, {'class': 'Red', 'x1': 456, 'x2': 478, 'y1': 76, 'y2': -5}, {'class': 'Red', 'x1': 378, 'x2': 408, 'y1': 49, 'y2': -35}]",17452.png,720,1280
"[{'class': 'Green', 'x1': 347, 'x2': 350, 'y1': 343, 'y2': 335}, {'class': 'off', 'x1': 316, 'x2': 318, 'y1': 343, 'y2': 337}, {'class': 'Green', 'x1': 437, 'x2': 441, 'y1': 355, 'y2': 347}]",17522.png,720,1280
"[{'class': 'Green', 'x1': 869, 'x2': 873, 'y1': 360, 'y2': 351}, {'class': 'Green', 'x1': 765, 'x2': 768, 'y1': 343, 'y2': 335}, {'class': 'off', 'x1': 730, 'x2': 733, 'y1': 342, 'y2': 334}]",17590.png,720,1280
"[{'class': 'Green', 'x1': 692, 'x2': 696, 'y1': 330, 'y2': 321}, {'class': 'Green', 'x1': 824, 'x2': 828, 'y1': 351, 'y2': 339}, {'class': 'off', 'x1': 651, 'x2': 654, 'y1': 331, 'y2': 321}]",17660.png,720,1280
"[{'class': 'Green', 'x1': 655, 'x2': 659, 'y1': 318, 'y2': 305}, {'class': 'Red', 'x1': 605, 'x2': 608, 'y1': 318, 'y2': 305}, {'class': 'Green', 'x1': 830, 'x2': 836, 'y1': 340, 'y2': 325}, {'class': 'Green', 'x1': 773, 'x2': 777, 'y1': 350, 'y2': 341}]",17730.png,720,1280
"[{'class': 'Yellow', 'x1': 920, 'x2': 934, 'y1': 333, 'y2': 308}, {'class': 'Yellow', 'x1': 812, 'x2': 820, 'y1': 351, 'y2': 336}, {'class': 'Red', 'x1': 595, 'x2': 602, 'y1': 309, 'y2': 290}, {'class': 'Yellow', 'x1': 660, 'x2': 667, 'y1': 308, 'y2': 291}]",17800.png,720,1280
"[{'class': 'Yellow', 'x1': 876, 'x2': 885, 'y1': 330, 'y2': 310}, {'class': 'Yellow', 'x1': 1143, 'x2': 1160, 'y1': 282, 'y2': 242}, {'class': 'Yellow', 'x1': 667, 'x2': 675, 'y1': 271, 'y2': 248}, {'class': 'RedLeft', 'x1': 577, 'x2': 585, 'y1': 271, 'y2': 248}, {'class': 'RedLeft', 'x1': 194, 'x2': 205, 'y1': 335, 'y2': 312}]",17868.png,720,1280
"[{'class': 'Red', 'x1': 668, 'x2': 682, 'y1': 240, 'y2': 208}, {'class': 'Red', 'x1': 946, 'x2': 958, 'y1': 320, 'y2': 292}, {'class': 'RedLeft', 'x1': 549, 'x2': 563, 'y1': 241, 'y2': 208}]",17938.png,720,1280
"[{'class': 'Red', 'x1': 690, 'x2': 708, 'y1': 213, 'y2': 173}, {'class': 'RedLeft', 'x1': 546, 'x2': 563, 'y1': 214, 'y2': 174}, {'class': 'Red', 'x1': 1026, 'x2': 1042, 'y1': 311, 'y2': 276}]",18008.png,720,1280
"[{'class': 'Green', 'x1': 706, 'x2': 726, 'y1': 211, 'y2': 165}, {'class': 'Yellow', 'x1': 548, 'x2': 567, 'y1': 211, 'y2': 166}, {'class': 'Green', 'x1': 1071, 'x2': 1094, 'y1': 315, 'y2': 276}]",20272.png,720,1280
"[{'class': 'Green', 'x1': 709, 'x2': 733, 'y1': 187, 'y2': 135}, {'class': 'RedLeft', 'x1': 527, 'x2': 549, 'y1': 188, 'y2': 135}, {'class': 'Green', 'x1': 1129, 'x2': 1150, 'y1': 307, 'y2': 262}]",20340.png,720,1280
"[{'class': 'Green', 'x1': 731, 'x2': 766, 'y1': 75, 'y2': 0}, {'class': 'RedLeft', 'x1': 436, 'x2': 472, 'y1': 79, 'y2': 0}]",20410.png,720,1280
"[{'class': 'Green', 'x1': 534, 'x2': 538, 'y1': 335, 'y2': 325}, {'class': 'Green', 'x1': 572, 'x2': 576, 'y1': 340, 'y2': 330}, {'class': 'GreenStraightRight', 'x1': 674, 'x2': 679, 'y1': 358, 'y2': 347}]",21174.png,720,1280
"[{'class': 'Green', 'x1': 626, 'x2': 631, 'y1': 327, 'y2': 316}, {'class': 'Green', 'x1': 579, 'x2': 585, 'y1': 319, 'y2': 307}, {'class': 'off', 'x1': 523, 'x2': 527, 'y1': 322, 'y2': 311}, {'class': 'Green', 'x1': 754, 'x2': 763, 'y1': 360, 'y2': 339}, {'class': 'Green', 'x1': 682, 'x2': 689, 'y1': 351, 'y2': 340}]",21244.png,720,1280
"[{'class': 'Red', 'x1': 547, 'x2': 555, 'y1': 309, 'y2': 292}, {'class': 'Green', 'x1': 623, 'x2': 630, 'y1': 304, 'y2': 288}, {'class': 'Green', 'x1': 686, 'x2': 692, 'y1': 313, 'y2': 294}, {'class': 'Green', 'x1': 761, 'x2': 768, 'y1': 346, 'y2': 331}, {'class': 'Green', 'x1': 875, 'x2': 886, 'y1': 338, 'y2': 325}, {'class': 'Red', 'x1': 431, 'x2': 435, 'y1': 352, 'y2': 347}, {'class': 'Red', 'x1': 491, 'x2': 496, 'y1': 364, 'y2': 355}]",21314.png,720,1280
"[{'class': 'Red', 'x1': 464, 'x2': 469, 'y1': 350, 'y2': 342}, {'class': 'Red', 'x1': 530, 'x2': 535, 'y1': 363, 'y2': 354}, {'class': 'Red', 'x1': 515, 'x2': 520, 'y1': 364, 'y2': 358}, {'class': 'Red', 'x1': 570, 'x2': 582, 'y1': 279, 'y2': 254}, {'class': 'Green', 'x1': 682, 'x2': 694, 'y1': 271, 'y2': 244}, {'class': 'Green', 'x1': 776, 'x2': 786, 'y1': 286, 'y2': 261}, {'class': 'Green', 'x1': 1132, 'x2': 1153, 'y1': 311, 'y2': 269}, {'class': 'Green', 'x1': 886, 'x2': 899, 'y1': 332, 'y2': 309}]",21382.png,720,1280
"[{'class': 'Yellow', 'x1': 559, 'x2': 565, 'y1': 359, 'y2': 347}, {'class': 'off', 'x1': 486, 'x2': 490, 'y1': 346, 'y2': 338}, {'class': 'off', 'x1': 454, 'x2': 458, 'y1': 346, 'y2': 338}, {'class': 'Green', 'x1': 784, 'x2': 807, 'y1': 171, 'y2': 117}, {'class': 'Green', 'x1': 968, 'x2': 983, 'y1': 198, 'y2': 150}, {'class': 'Green', 'x1': 1171, 'x2': 1195, 'y1': 288, 'y2': 245}, {'class': 'off', 'x1': 565, 'x2': 590, 'y1': 188, 'y2': 137}]",21452.png,720,1280
"[{'class': 'Yellow', 'x1': 604, 'x2': 609, 'y1': 362, 'y2': 350}, {'class': 'Red', 'x1': 587, 'x2': 592, 'y1': 367, 'y2': 358}, {'class': 'Red', 'x1': 520, 'x2': 525, 'y1': 347, 'y2': 338}, {'class': 'Red', 'x1': 483, 'x2': 487, 'y1': 347, 'y2': 339}]",21522.png,720,1280
"[{'class': 'off', 'x1': 521, 'x2': 528, 'y1': 333, 'y2': 322}, {'class': 'RedLeft', 'x1': 523, 'x2': 527, 'y1': 362, 'y2': 354}, {'class': 'Red', 'x1': 642, 'x2': 648, 'y1': 353, 'y2': 344}, {'class': 'Red', 'x1': 663, 'x2': 667, 'y1': 350, 'y2': 339}, {'class': 'Red', 'x1': 566, 'x2': 570, 'y1': 331, 'y2': 320}]",21590.png,720,1280
"[{'class': 'Red', 'x1': 556, 'x2': 562, 'y1': 325, 'y2': 314}, {'class': 'Red', 'x1': 608, 'x2': 614, 'y1': 323, 'y2': 311}, {'class': 'Red', 'x1': 701, 'x2': 707, 'y1': 351, 'y2': 338}, {'class': 'Red', 'x1': 727, 'x2': 733, 'y1': 347, 'y2': 332}]",21660.png,720,1280
"[{'class': 'Red', 'x1': 575, 'x2': 582, 'y1': 315, 'y2': 301}, {'class': 'Red', 'x1': 638, 'x2': 645, 'y1': 310, 'y2': 296}, {'class': 'Red', 'x1': 752, 'x2': 758, 'y1': 342, 'y2': 328}, {'class': 'Red', 'x1': 789, 'x2': 796, 'y1': 336, 'y2': 318}]",21730.png,720,1280
"[{'class': 'Red', 'x1': 660, 'x2': 670, 'y1': 299, 'y2': 278}, {'class': 'Red', 'x1': 581, 'x2': 590, 'y1': 303, 'y2': 284}, {'class': 'Red', 'x1': 861, 'x2': 871, 'y1': 330, 'y2': 309}, {'class': 'Red', 'x1': 801, 'x2': 809, 'y1': 342, 'y2': 324}, {'class': 'Red', 'x1': 695, 'x2': 701, 'y1': 360, 'y2': 352}]",21800.png,720,1280
"[{'class': 'Red', 'x1': 937, 'x2': 952, 'y1': 320, 'y2': 288}, {'class': 'Red', 'x1': 843, 'x2': 854, 'y1': 335, 'y2': 313}, {'class': 'Red', 'x1': 672, 'x2': 683, 'y1': 285, 'y2': 262}, {'class': 'RedLeft', 'x1': 576, 'x2': 587, 'y1': 291, 'y2': 270}, {'class': 'off', 'x1': 489, 'x2': 503, 'y1': 250, 'y2': 219}, {'class': 'off', 'x1': 379, 'x2': 393, 'y1': 252, 'y2': 223}]",21868.png,720,1280
"[{'class': 'Red', 'x1': 687, 'x2': 699, 'y1': 273, 'y2': 246}, {'class': 'Red', 'x1': 891, 'x2': 903, 'y1': 333, 'y2': 305}, {'class': 'RedLeft', 'x1': 575, 'x2': 586, 'y1': 280, 'y2': 254}, {'class': 'Red', 'x1': 1032, 'x2': 1052, 'y1': 308, 'y2': 267}]",21938.png,720,1280
"[{'class': 'Red', 'x1': 1118, 'x2': 1141, 'y1': 280, 'y2': 231}, {'class': 'RedLeft', 'x1': 559, 'x2': 571, 'y1': 261, 'y2': 231}, {'class': 'Red', 'x1': 686, 'x2': 700, 'y1': 251, 'y2': 221}, {'class': 'Red', 'x1': 918, 'x2': 933, 'y1': 319, 'y2': 287}]",22008.png,720,1280
"[{'class': 'GreenLeft', 'x1': 552, 'x2': 567, 'y1': 263, 'y2': 232}, {'class': 'Green', 'x1': 690, 'x2': 703, 'y1': 254, 'y2': 221}, {'class': 'Green', 'x1': 936, 'x2': 950, 'y1': 326, 'y2': 294}, {'class': 'Green', 'x1': 1171, 'x2': 1196, 'y1': 283, 'y2': 227}]",22078.png,720,1280
"[{'class': 'GreenLeft', 'x1': 552, 'x2': 569, 'y1': 258, 'y2': 224}, {'class': 'Green', 'x1': 699, 'x2': 715, 'y1': 246, 'y2': 213}, {'class': 'Green', 'x1': 965, 'x2': 980, 'y1': 322, 'y2': 289}, {'class': 'Green', 'x1': 1247, 'x2': 1272, 'y1': 278, 'y2': 211}, {'class': 'GreenLeft', 'x1': 32, 'x2': 51, 'y1': 345, 'y2': 309}]",22220.png,720,1280
"[{'class': 'GreenLeft', 'x1': 542, 'x2': 558, 'y1': 238, 'y2': 199}, {'class': 'Green', 'x1': 719, 'x2': 735, 'y1': 225, 'y2': 186}, {'class': 'Green', 'x1': 1037, 'x2': 1052, 'y1': 319, 'y2': 279}]",22290.png,720,1280
"[{'class': 'Green', 'x1': 759, 'x2': 789, 'y1': 142, 'y2': 77}, {'class': 'Yellow', 'x1': 488, 'x2': 516, 'y1': 160, 'y2': 100}, {'class': 'Green', 'x1': 1233, 'x2': 1270, 'y1': 287, 'y2': 221}]",22360.png,720,1280
"[{'class': 'Yellow', 'x1': 582, 'x2': 590, 'y1': 370, 'y2': 359}, {'class': 'Green', 'x1': 706, 'x2': 714, 'y1': 343, 'y2': 324}, {'class': 'Yellow', 'x1': 621, 'x2': 626, 'y1': 361, 'y2': 349}]",22430.png,720,1280
"[{'class': 'Red', 'x1': 604, 'x2': 610, 'y1': 354, 'y2': 340}, {'class': 'Green', 'x1': 777, 'x2': 784, 'y1': 354, 'y2': 341}, {'class': 'Green', 'x1': 707, 'x2': 712, 'y1': 325, 'y2': 312}, {'class': 'Yellow', 'x1': 558, 'x2': 564, 'y1': 366, 'y2': 351}]",22498.png,720,1280
"[{'class': 'Green', 'x1': 727, 'x2': 735, 'y1': 311, 'y2': 292}, {'class': 'Red', 'x1': 599, 'x2': 606, 'y1': 344, 'y2': 330}, {'class': 'Red', 'x1': 536, 'x2': 543, 'y1': 355, 'y2': 340}, {'class': 'GreenStraight', 'x1': 796, 'x2': 804, 'y1': 345, 'y2': 333}, {'class': 'GreenRight', 'x1': 824, 'x2': 833, 'y1': 346, 'y2': 329}]",22568.png,720,1280
"[{'class': 'Green', 'x1': 862, 'x2': 873, 'y1': 340, 'y2': 320}, {'class': 'Red', 'x1': 590, 'x2': 599, 'y1': 336, 'y2': 314}, {'class': 'RedLeft', 'x1': 490, 'x2': 500, 'y1': 346, 'y2': 335}, {'class': 'Green', 'x1': 767, 'x2': 779, 'y1': 291, 'y2': 263}, {'class': 'Green', 'x1': 922, 'x2': 938, 'y1': 337, 'y2': 308}]",22638.png,720,1280
"[{'class': 'Green', 'x1': 848, 'x2': 861, 'y1': 226, 'y2': 186}, {'class': 'Green', 'x1': 1005, 'x2': 1016, 'y1': 308, 'y2': 276}, {'class': 'Green', 'x1': 1226, 'x2': 1246, 'y1': 282, 'y2': 231}, {'class': 'RedLeft', 'x1': 553, 'x2': 567, 'y1': 305, 'y2': 269}, {'class': 'RedLeft', 'x1': 313, 'x2': 329, 'y1': 311, 'y2': 294}]",22708.png,720,1280
"[{'class': 'RedLeft', 'x1': 393, 'x2': 443, 'y1': 196, 'y2': 86}]",22776.png,720,1280
"[{'class': 'Green', 'x1': 662, 'x2': 668, 'y1': 354, 'y2': 346}, {'class': 'Green', 'x1': 684, 'x2': 690, 'y1': 349, 'y2': 339}, {'class': 'Green', 'x1': 600, 'x2': 606, 'y1': 335, 'y2': 324}]",23124.png,720,1280
"[{'class': 'Green', 'x1': 603, 'x2': 610, 'y1': 320, 'y2': 306}, {'class': 'Green', 'x1': 641, 'x2': 648, 'y1': 323, 'y2': 310}, {'class': 'Green', 'x1': 720, 'x2': 726, 'y1': 350, 'y2': 337}, {'class': 'Green', 'x1': 754, 'x2': 762, 'y1': 340, 'y2': 327}]",23194.png,720,1280
